,from,to,references
17729,CXCL1,CXCR1,Cellinker:12964882;Cellinker:1379593;Cellinker:8702798;DIP:9195914;HPRD:1379593;HPRD:8702798;ICELLNET:1379593;LRdb:10699158;SPIKE_LC:16189514;connectomeDB2020:12964882;connectomeDB2020:1379593;connectomeDB2020:8702798;scConnect:1379593
17730,CXCL10,CCR3,Baccin2019:11110785;CellTalkDB:11110785;Cellinker:11110785;DIP:11110785;HPRD:11110785;ICELLNET:22633458;LRdb:11110785;connectomeDB2020:11110785
17731,CXCL11,CCR3,CellTalkDB:11110785;Cellinker:11110785;DIP:11110785;HPRD:11110785;ICELLNET:15178708;ICELLNET:22633458;LRdb:11110785;connectomeDB2020:11110785
17732,CXCL11,CCR5,ICELLNET:15178708;ICELLNET:22633458
17733,CXCL13,ACKR4,Baccin2019:10706668;Cellinker:10706668;HPRD:10706668;ICELLNET:22633458;ICELLNET:706668;LRdb:10706668;connectomeDB2020:10706668
17734,CXCL13,CXCR3,Baccin2019:11554781;CellTalkDB:11554781;Cellinker:11554781;HPRD:11554781;ICELLNET:11554781;ICELLNET:22633458;LRdb:11554781;SPIKE_LC:16189514;connectomeDB2020:11554781
17735,CXCL2,ACKR1,Baccin2019:28553950;CellChatDB:26740381;Cellinker:26740381;Cellinker:29637711;ICELLNET:22633458;ICELLNET:30446388
17736,CXCL8,ACKR1,CellChatDB:26740381;Cellinker:17416748;Cellinker:26740381;Cellinker:9921412;DIP:10206993;DIP:7592830;DIP:8558064;DIP:9195930;HPRD:17416748;HPRD:9921412;ICELLNET:22633458;InnateDB:15720550;InnateDB:7592830;InnateDB:8132497;InnateDB:9195930;LRdb:10699158;LRdb:174;LRdb:9921412;connectomeDB2020:17416748;connectomeDB2020:9921412
17737,CXCL8,SDC2,CellTalkDB:14527339;Cellinker:14527339;ICELLNET:14527339;LRdb:14527339;Ramilowski2015:14527339;connectomeDB2020:14527339;talklr:14527339
17738,CXCL9,CCR3,Baccin2019:11110785;CellTalkDB:11110785;Cellinker:11110785;DIP:11110785;HPRD:11110785;ICELLNET:22633458;LRdb:11110785;connectomeDB2020:11110785
17739,DCN,KDR,Cellinker:23350913;ICELLNET:21659473
17740,DCN,EGFR,Baccin2019:12105206;Baccin2019:9988678;BioGRID:9988678;CellTalkDB:12105207;Cellinker:12105206;Cellinker:23350913;Cellinker:9988678;HPRD:12105206;HPRD:9988678;ICELLNET:9988678;LRdb:12105207;Lit-BM-17:12105206;Lit-BM-17:9988678;connectomeDB2020:12105206;connectomeDB2020:9988678
17741,DCN,ERBB4,CellTalkDB:10942781;Cellinker:10942781;ICELLNET:10942781;LRdb:10942781;Ramilowski2015:10942781;connectomeDB2020:10942781;talklr:10942781
17742,DCN,MET,Baccin2019:26522384;CellTalkDB:10942781;ICELLNET:19433454;LRdb:10942781;Ramilowski2015:10942781;connectomeDB2020:10942781;talklr:10942781
17743,MET,DCN,Cellinker:27860287
17744,DLL3,NOTCH3,CellChatDB:22353464;CellTalkDB:22353464;Cellinker:22353464;Cellinker:29910816;ICELLNET:16921404;LRdb:22353464;connectomeDB2020:22353464
17745,DLL3,NOTCH4,CellChatDB:22353464;CellTalkDB:22353464;Cellinker:22353464;Cellinker:29910816;ICELLNET:16921404;LRdb:22353464;connectomeDB2020:22353464
17746,NOTCH2,DLL4,Baccin2019:10837024
17747,DLL4,NOTCH2,Baccin2019:30181175;CellChatDB:22353464;CellTalkDB:22842086;Cellinker:22353464;Cellinker:30289388;ICELLNET:15137944;ICELLNET:19494260;LRdb:22353464;Ramilowski2015:22842086;connectomeDB2020:22842086;talklr:22842086
17748,DLL4,NOTCH3,Baccin2019:29230914;CellChatDB:22353464;CellTalkDB:18182388;Cellinker:22353464;Cellinker:29910816;ICELLNET:15137944;ICELLNET:19494260;LRdb:22353464;Ramilowski2015:18182388;connectomeDB2020:18182388;talklr:18182388
17749,NOTCH3,DLL4,Baccin2019:10837024
17750,DSC1,DSG1,CellChatDB:27298358;CellTalkDB:27298358;Cellinker:27298358;ICELLNET:27298358;LRdb:27298358;connectomeDB2020:27298358
17751,DSC1,DSG2,CellChatDB:27298358;CellTalkDB:27298358;Cellinker:27298358;HPRD:9214392;ICELLNET:27298358;LRdb:27298358;connectomeDB2020:27298358
17752,DSG2,DSC1,HPRD:9214392;connectomeDB2020:27298358
17753,DSC1,DSG3,CellTalkDB:27298358;ICELLNET:27298358;connectomeDB2020:27298358
17754,DSC1,DSG4,ICELLNET:27298358;connectomeDB2020:27298358
17755,DSC2,DSG1,CellChatDB:27298358;CellTalkDB:27298358;Cellinker:27298358;HPRD:9443898;ICELLNET:27298358;LRdb:27298358;connectomeDB2020:27298358
17756,DSC2,DSG2,CellChatDB:27298358;CellTalkDB:27298358;Cellinker:27298358;HPRD:11853539;ICELLNET:27298358;LRdb:27298358;connectomeDB2020:27298358
17757,DSC2,DSG3,ICELLNET:27298358;connectomeDB2020:27298358
17758,DSC2,DSG4,ICELLNET:27298358;connectomeDB2020:27298358
17759,DSG1,DSC3,CellChatDB:27298358;connectomeDB2020:27298358
17760,DSC3,DSG1,CellTalkDB:27298358;Cellinker:27298358;ICELLNET:27298358;LRdb:27298358;connectomeDB2020:27298358
17761,DSG2,DSC3,CellChatDB:27298358;Cellinker:27298358;connectomeDB2020:27298358
17762,DSC3,DSG2,CellTalkDB:27298358;ICELLNET:27298358;LRdb:27298358;connectomeDB2020:27298358
17763,DSC3,DSG3,CellTalkDB:27298358;ICELLNET:27298358;connectomeDB2020:27298358
17764,DSC3,DSG4,ICELLNET:27298358;connectomeDB2020:27298358
17765,EDN2,EDNRB,Cellinker:18199583;ICELLNET:15629009;LRdb:14659083;Ramilowski2015:14659083;connectomeDB2020:14659083;talklr:14659083
17766,EFEMP1,EGFR,Baccin2019:19804359;CellTalkDB:19804359;Cellinker:19804359;ICELLNET:19804359;LRdb:19804359;Ramilowski2015:19804359;connectomeDB2020:19804359;talklr:19804359
17767,EFNA2,EPHA1,CellChatDB:15114347;CellTalkDB:15114347;Cellinker:15114347;Cellinker:28589441;ICELLNET:15114347;ICELLNET:24003208;LRdb:11114742;connectomeDB2020:15114347
17768,EFNA2,EPHA3,Baccin2019:93308639751130;CellChatDB:15114347;Cellinker:15114347;Cellinker:9330863;Cellinker:9751130;HPRD:9751130;ICELLNET:15114347;ICELLNET:24003208;LRdb:11114742;connectomeDB2020:9330863;connectomeDB2020:9751130
17769,EFNA3,EPHA1,CellChatDB:15114347;Cellinker:15114347;Cellinker:28589441;ICELLNET:15114347;ICELLNET:24003208;LRdb:11114742;Ramilowski2015:16466970;connectomeDB2020:16466970;talklr:16466970
17770,EFNA4,EPHA1,CellChatDB:15114347;Cellinker:15114347;Cellinker:28589441;ICELLNET:15114347;ICELLNET:24003208;LRdb:11114742;connectomeDB2020:15114347
17771,EFNA5,EPHA1,CellChatDB:15114347;Cellinker:15114347;Cellinker:28589441;ICELLNET:15114347;ICELLNET:24003208;LRdb:11114742;connectomeDB2020:15114347
17772,EFNA5,EPHB2,Baccin2019:1510785715107850;CellChatDB:15107857;CellChatDB:15114347;CellTalkDB:15107857;Cellinker:15107857;Cellinker:15114347;HPRD:15107857;ICELLNET:15114347;ICELLNET:24003208;LRdb:15107857;connectomeDB2020:15107857
17773,EPHA4,EFNB1,Baccin2019:9330863;connectomeDB2020:9330863
17774,EFNB1,EPHA4,Baccin2019:9330863;CellChatDB:15114347;CellTalkDB:15114347;Cellinker:15114347;Cellinker:28589441;ICELLNET:15114347;ICELLNET:24003208;connectomeDB2020:15114347
17775,EFNB1,EPHB6,Baccin2019:11713248;Cellinker:11713248;HPMR:11713248;ICELLNET:15114347;ICELLNET:24003208;LRdb:11114742;connectomeDB2020:11713248
17776,EFNB1,ERBB2,CellTalkDB:22279592;Cellinker:22279592;ICELLNET:22279592;LRdb:22279592;Ramilowski2015:22279592;connectomeDB2020:22279592;talklr:22279592
17777,EFNB2,EPHA4,Baccin2019:12761826;Baccin2019:9330863;CellChatDB:15114347;CellTalkDB:15114347;Cellinker:12761826;Cellinker:15114347;Cellinker:9330863;DIP:19836338;HPRD:12761826;ICELLNET:15114347;ICELLNET:24003208;IntAct:19836338;LRdb:128;LRdb:9330863;Lit-BM-17:19836338;connectomeDB2020:12761826;connectomeDB2020:9330863
17778,EPHA4,EFNB2,Baccin2019:22660185;DIP:19836338;HPRD:12761826;IntAct:19836338;Lit-BM-17:19836338
17779,EFNB2,EPHB6,Baccin2019:10648835;CellTalkDB:15114347;Cellinker:10648835;HPRD:10648835;ICELLNET:15114347;ICELLNET:24003208;LRdb:11114742;connectomeDB2020:10648835
17780,EFNB3,EPHB1,CellChatDB:15114347;Cellinker:15114347;Cellinker:28589441;ICELLNET:15114347;ICELLNET:24003208;LRdb:11114742;connectomeDB2020:15114347
17781,EFNB3,EPHB2,Baccin2019:9330863;CellChatDB:15114347;Cellinker:15114347;ICELLNET:15114347;ICELLNET:24003208;LRdb:11114742;connectomeDB2020:9330863
17782,EPHB4,EFNB3,Baccin2019:9330863
17783,EFNB3,EPHB4,Baccin2019:9330863;CellChatDB:15114347;CellTalkDB:8755474;Cellinker:15114347;ICELLNET:15114347;ICELLNET:24003208;LRdb:11114742;Ramilowski2015:8755474;connectomeDB2020:8755474;talklr:8755474
17784,EFNB3,EPHB6,CellChatDB:15114347;Cellinker:15114347;Cellinker:28589441;ICELLNET:15114347;ICELLNET:24003208;LRdb:11114742;connectomeDB2020:15114347
17785,EGF,ERBB3,Baccin2019:12093292;CellTalkDB:12093292;Cellinker:12093292;HPRD:12093292;ICELLNET:12093292;LRdb:12093292;connectomeDB2020:12093292
17786,EPO,EPHB4,CellTalkDB:26481148;ICELLNET:26481148;connectomeDB2020:25586589;connectomeDB2020:26481148
17787,FGF10,FGFR1,CellTalkDB:16597617;Cellinker:16597617;Cellinker:25772309;Cellinker:30809251;ICELLNET:25772309;LRdb:16597617;connectomeDB2020:16597617
17788,FGF16,FGFR1,CellTalkDB:16597617;Cellinker:25772309;ICELLNET:25772309;LRdb:16597617
17789,FGF16,FGFR2,CellTalkDB:16597617;Cellinker:16597617;Cellinker:25772309;ICELLNET:25772309;LRdb:16597617;Ramilowski2015:16597617;connectomeDB2020:16597617;talklr:16597617
17790,FGF16,FGFR3,CellTalkDB:16597617;Cellinker:16597617;Cellinker:25772309;ICELLNET:25772309;LRdb:16597617;Ramilowski2015:16597617;connectomeDB2020:16597617;talklr:16597617
17791,FGF16,FGFR4,CellTalkDB:16597617;Cellinker:25772309;ICELLNET:25772309;LRdb:16597617;Ramilowski2015:16597617;connectomeDB2020:16597617;talklr:16597617
17792,FGF17,FGFR1,Baccin2019:10751172;CellTalkDB:16597617;Cellinker:25772309;HPRD:10751172;ICELLNET:25772309;LRdb:16597617;connectomeDB2020:10751172
17793,FGF17,FGFR3,Baccin2019:10751172;CellTalkDB:16597617;Cellinker:10751172;Cellinker:16597617;Cellinker:25772309;HPRD:10751172;ICELLNET:25772309;LRdb:16597617;connectomeDB2020:10751172
17794,FGF17,FGFR4,Baccin2019:10751172;CellTalkDB:16597617;Cellinker:10751172;Cellinker:25772309;HPRD:10751172;ICELLNET:25772309;LRdb:16597617;connectomeDB2020:10751172
17795,FGF18,FGFR1,Baccin2019:10751172;CellTalkDB:16597617;Cellinker:25772309;HPRD:10751172;ICELLNET:25772309;LRdb:16597617;connectomeDB2020:10751172
17796,FGF18,FGFR3,Baccin2019:1578147310751170;CellTalkDB:16597617;Cellinker:10751172;Cellinker:15781473;Cellinker:16597617;Cellinker:25772309;HPRD:10751172;ICELLNET:25772309;LRdb:16597617;connectomeDB2020:10751172;connectomeDB2020:15781473
17797,FGF18,FGFR4,Baccin2019:10751172;CellTalkDB:16597617;Cellinker:10751172;Cellinker:25772309;HPRD:10751172;ICELLNET:25772309;LRdb:16597617;connectomeDB2020:10751172
17798,FGF19,FGFR1,CellTalkDB:16597617;Cellinker:22442730;ICELLNET:25772309;LRdb:16597617;Ramilowski2015:16597617;connectomeDB2020:16597617;talklr:16597617
17799,FGF19,FGFR2,CellTalkDB:16597617;ICELLNET:25772309;LRdb:16597617;Ramilowski2015:16597617;connectomeDB2020:16597617;talklr:16597617
17800,FGF19,FGFR3,CellTalkDB:16597617;ICELLNET:25772309;LRdb:16597617;Ramilowski2015:16597617;connectomeDB2020:16597617;talklr:16597617
17801,FGF2,SDC4,Baccin2019:9012653;CellTalkDB:9012653;Cellinker:9012653;HPMR:9012653;HPMR:9556568;ICELLNET:8609172;ICELLNET:8621465;LRdb:9012653;Lit-BM-17:16982797;Lit-BM-17:20382221;MatrixDB:20382221;connectomeDB2020:9012653
17802,FGF2,FGFR1,Baccin2019:10950949;Baccin2019:11030354;BioGRID:10950949;BioGRID:11786412;BioGRID:14505356;BioGRID:15096041;BioGRID:16829530;BioGRID:8868466;BioGRID:9174056;CellTalkDB:16597617;Cellinker:10950949;Cellinker:11030354;Cellinker:16597617;Cellinker:25772309;DIP:10574979;DIP:10950949;DIP:17086194;DIP:1722683;DIP:7730326;HPRD:10950949;HPRD:11030354;ICELLNET:25772309;IntAct:10490103;IntAct:11030354;IntAct:14613973;IntAct:23597563;IntAct:26267536;LRdb:16597617;Lit-BM-17:10490103;Lit-BM-17:10574979;Lit-BM-17:10950949;Lit-BM-17:11030354;Lit-BM-17:1722683;Lit-BM-17:23597562;Lit-BM-17:23597563;Lit-BM-17:26267536;Lit-BM-17:7730326;Lit-BM-17:9174056;SPIKE_LC:17145710;connectomeDB2020:10950949;connectomeDB2020:11030354
17803,FGF2,SDC1,Baccin2019:16982797;BioGRID:19802384;CellTalkDB:16982797;Cellinker:16982797;Cellinker:1969657;HPRD:16982797;ICELLNET:8609172;ICELLNET:8621465;LRdb:16982797;connectomeDB2020:16982797
17804,FGF2,SDC2,Baccin2019:1101561416982790;CellTalkDB:11015614;Cellinker:11015614;Cellinker:16982797;HPRD:16982797;ICELLNET:8609172;ICELLNET:8621465;LRdb:11015614;LRdb:17;Lit-BM-17:16982797;Lit-BM-17:20382221;MatrixDB:20382221;connectomeDB2020:11015614;connectomeDB2020:16982797
17805,FGF20,FGFR1,CellTalkDB:16597617;Cellinker:25772309;Cellinker:31276493;ICELLNET:25772309;LRdb:16597617;connectomeDB2020:16597617
17806,FGF20,FGFR2,CellTalkDB:16597617;Cellinker:16597617;Cellinker:25772309;ICELLNET:25772309;LRdb:16597617;connectomeDB2020:16597617
17807,FGF20,FGFR3,CellTalkDB:16597617;Cellinker:16597617;Cellinker:25772309;ICELLNET:25772309;LRdb:16597617;connectomeDB2020:16597617
17808,FGF20,FGFR4,Cellinker:25772309;ICELLNET:25772309;LRdb:15621532;LRdb:17;Ramilowski2015:15621532;connectomeDB2020:15621532;talklr:15621532
17809,FGF21,FGFR1,CellTalkDB:16597617;Cellinker:22442730;Cellinker:25772309;ICELLNET:25772309;LRdb:16597617
17810,FGF21,FGFR3,CellTalkDB:16597617;Cellinker:25772309;ICELLNET:25772309;LRdb:16597617
17811,FGF23,FGFR1,Baccin2019:16081635;BioGRID:27879395;CellTalkDB:16597617;Cellinker:25772309;DIP:19966287;ICELLNET:25772309;LRdb:16597617;Lit-BM-17:19966287;Lit-BM-17:22393163;connectomeDB2020:16081635
17812,FGF23,FGFR3,Baccin2019:12032146;CellTalkDB:16597617;Cellinker:12032146;Cellinker:25772309;HPRD:12032146;ICELLNET:25772309;LRdb:16597617;connectomeDB2020:12032146
17813,FGF23,FGFR4,Baccin2019:16081635;CellTalkDB:16597617;Cellinker:16081635;Cellinker:25772309;ICELLNET:25772309;LRdb:16597617;connectomeDB2020:16081635
17814,FGF3,FGFR1,Baccin2019:75926248663044;CellTalkDB:16597617;Cellinker:16597617;Cellinker:25772309;Cellinker:7592624;Cellinker:8663044;HPRD:8663044;ICELLNET:25772309;LRdb:16597617;connectomeDB2020:7592624;connectomeDB2020:8663044
17815,FGF4,FGFR1,Baccin2019:1148603311486030;CellTalkDB:16597617;Cellinker:16597617;Cellinker:25772309;HPRD:11486033;ICELLNET:25772309;LRdb:16597617;connectomeDB2020:11486033
17816,FGF4,FGFR3,Baccin2019:114860338663044;CellTalkDB:16597617;Cellinker:11486033;Cellinker:16597617;Cellinker:25772309;Cellinker:8663044;DIP:9045692;HPRD:8663044;ICELLNET:25772309;LRdb:16597617;connectomeDB2020:11486033;connectomeDB2020:8663044
17817,FGF5,FGFR3,Baccin2019:8663044;CellTalkDB:16597617;Cellinker:16597617;Cellinker:25772309;Cellinker:8663044;DIP:9045692;HPRD:8663044;ICELLNET:25772309;LRdb:16597617;connectomeDB2020:8663044
17818,FGF5,FGFR4,Baccin2019:13851118663044;CellTalkDB:16597617;Cellinker:1385111;Cellinker:25772309;Cellinker:8663044;HPRD:8663044;ICELLNET:25772309;LRdb:16597617;connectomeDB2020:1385111;connectomeDB2020:8663044
17819,FGF6,FGFR1,Baccin2019:8663044;CellTalkDB:16597617;Cellinker:16597617;Cellinker:25772309;HPRD:8663044;ICELLNET:25772309;LRdb:16597617;connectomeDB2020:8663044
17820,FGF6,FGFR3,Baccin2019:8663044;CellTalkDB:16597617;Cellinker:16597617;Cellinker:25772309;Cellinker:8663044;HPRD:8663044;ICELLNET:25772309;LRdb:16597617;connectomeDB2020:8663044
17821,FGF8,FGFR1,Baccin2019:829025710574949;CellTalkDB:16597617;Cellinker:25772309;DIP:22244757;HPRD:10574949;ICELLNET:25772309;LRdb:16597617;connectomeDB2020:10574949;connectomeDB2020:8290257
17822,FGF8,FGFR3,Baccin2019:10574949;Baccin2019:11486033;Baccin2019:8663044;CellTalkDB:16597617;Cellinker:10574949;Cellinker:11486033;Cellinker:16597617;Cellinker:25772309;Cellinker:8663044;DIP:22244757;HPRD:10574949;ICELLNET:25772309;LRdb:16597617;connectomeDB2020:10574949;connectomeDB2020:11486033;connectomeDB2020:8663044
17823,FGF8,FGFR4,Baccin2019:1148603310736560;CellTalkDB:16597617;Cellinker:10736564;Cellinker:11486033;Cellinker:25772309;HPRD:10736564;ICELLNET:25772309;LRdb:16597617;connectomeDB2020:10736564;connectomeDB2020:11486033
17824,FGF9,FGFR1,Baccin2019:10574949;CellTalkDB:16597617;Cellinker:25772309;HPRD:10574949;ICELLNET:25772309;LRdb:16597617;connectomeDB2020:10574949
17825,FGF9,FGFR2,Baccin2019:86630448576175;CellTalkDB:16597617;Cellinker:16597617;Cellinker:25772309;Cellinker:8576175;Cellinker:8663044;HPRD:8576175;ICELLNET:25772309;LRdb:16597617;connectomeDB2020:8576175;connectomeDB2020:8663044
17826,FGF9,FGFR4,Baccin2019:8663044;CellTalkDB:16597617;Cellinker:25772309;Cellinker:8663044;HPRD:8663044;ICELLNET:25772309;LRdb:16597617;connectomeDB2020:8663044
17827,FGL1,LAG3,ICELLNET:30580966;connectomeDB2020:30580966
17828,GH2,GHR,CellTalkDB:1955498;Cellinker:1955498;HPRD:1955498;ICELLNET:2387255;LRdb:1955498;connectomeDB2020:1955498
17829,GRP,BRS3,CellTalkDB:11112777;ICELLNET:11112777;LRdb:11112777;Ramilowski2015:11112777;connectomeDB2020:11112777;talklr:11112777
17830,GRP,NMBR,CellTalkDB:10545285;ICELLNET:10545285;LRdb:10545285;Ramilowski2015:10545285;connectomeDB2020:10545285;talklr:10545285
17831,HBEGF,ERBB2,CellTalkDB:12958167;ICELLNET:12621152;LRdb:12958167;Ramilowski2015:12958167;connectomeDB2020:12958167;talklr:12958167
17832,HGF,SDC1,Baccin2019:11830493;CellTalkDB:11830493;Cellinker:11830493;HPRD:11830493;ICELLNET:11830493;LRdb:11830493;connectomeDB2020:11830493
17833,TMIGD2,HHLA2,Cellinker:32822567
17834,HHLA2,TMIGD2,ICELLNET:28679835;connectomeDB2020:26405587
17835,KIR3DL3,HHLA2,Cellinker:32822567
17836,HHLA2,KIR3DL3,ICELLNET:33536266
17837,HLA-A,LILRB1,CellTalkDB:12897781;Cellinker:12897781;HPRD:12897781;ICELLNET:9285411;ICELLNET:9382880;InnateDB:19124746;LRdb:12897781;SPIKE_LC:16189514;connectomeDB2020:12897781
17838,HLA-A,KIR3DL2,CellTalkDB:15719024;Cellinker:15719024;Cellinker:25033772;Cellinker:8617928;Cellinker:8760804;HPRD:8617928;HPRD:8760804;ICELLNET:11955593;ICELLNET:15580655;LRdb:15719024;LRdb:8617928;LRdb:8760804;connectomeDB2020:15719024;connectomeDB2020:8617928;connectomeDB2020:8760804
17839,HLA-B,LILRB1,CellTalkDB:12853576;Cellinker:12853576;HPRD:12853576;ICELLNET:9285411;ICELLNET:9382880;LRdb:12853576;SPIKE_LC:16189514;connectomeDB2020:12853576
17840,HLA-B,KIR3DL1,CellTalkDB:15607823;Cellinker:15607823;Cellinker:17182537;Cellinker:8046332;HPRD:8046332;ICELLNET:11955593;ICELLNET:15580655;LRdb:15607823;LRdb:8;Lit-BM-17:22020283;Lit-BM-17:25480565;Lit-BM-17:25740999;SPIKE_LC:16189514;connectomeDB2020:15607823;connectomeDB2020:8046332
17841,HLA-C,LILRB1,CellTalkDB:12853576;Cellinker:12853576;HPRD:12853576;ICELLNET:9285411;ICELLNET:9382880;LRdb:12853576;SPIKE_LC:16189514;connectomeDB2020:12853576
17842,HLA-C,KIR2DL1,BioGRID:11323700;CellChatDB:28484462;CellTalkDB:15607823;Cellinker:10429675;Cellinker:10820396;Cellinker:11009104;Cellinker:11163076;Cellinker:11323700;Cellinker:12454284;Cellinker:12794140;Cellinker:15607823;Cellinker:31519864;Cellinker:9378975;Cellinker:9686591;Cellinker:9768753;HPRD:10429675;HPRD:10820396;HPRD:11009104;HPRD:11163076;HPRD:11323700;HPRD:12454284;HPRD:12794140;HPRD:9378975;HPRD:9686591;HPRD:9768753;ICELLNET:11955593;ICELLNET:15580655;InnateDB:16141329;InnateDB:19858347;IntAct:18624290;IntAct:19858347;IntAct:28546555;LRdb:10429675;LRdb:10820396;LRdb:11009104;LRdb:11163076;LRdb:11323700;LRdb:12454284;LRdb:12794140;LRdb:15607823;LRdb:9378975;LRdb:9686591;LRdb:9768753;Lit-BM-17:11163076;Lit-BM-17:11323700;Lit-BM-17:12454284;Lit-BM-17:9768753;connectomeDB2020:10429675;connectomeDB2020:10820396;connectomeDB2020:11009104;connectomeDB2020:11163076;connectomeDB2020:11323700;connectomeDB2020:12454284;connectomeDB2020:12794140;connectomeDB2020:15607823;connectomeDB2020:9378975;connectomeDB2020:9686591;connectomeDB2020:9768753
17843,HLA-C,KIR2DL2,CellChatDB:28484462;Cellinker:30761133;HPRD:10190900;HPRD:10850706;ICELLNET:11955593;ICELLNET:15580655;Lit-BM-17:10850706;Lit-BM-17:18322206
17844,HLA-C,KIR2DL3,BioGRID:8692965;CellChatDB:28484462;CellTalkDB:15607823;Cellinker:10497191;Cellinker:15607823;Cellinker:31210416;Cellinker:8692965;Cellinker:9768753;HPRD:10497191;HPRD:8692965;HPRD:9768753;ICELLNET:11955593;ICELLNET:15580655;InnateDB:19858347;IntAct:18322206;IntAct:19858347;LRdb:10497191;LRdb:15607823;LRdb:8692965;LRdb:9768753;SPIKE_LC:16189514;connectomeDB2020:10497191;connectomeDB2020:15607823;connectomeDB2020:8692965;connectomeDB2020:9768753
17845,HLA-DPA1,LAG3,ICELLNET:22437870;ICELLNET:26927206
17846,HLA-DPB1,LAG3,ICELLNET:22437870;ICELLNET:26927206
17847,HLA-DQA1,LAG3,ICELLNET:22437870;ICELLNET:26927206
17848,HLA-DQA2,LAG3,ICELLNET:22437870;ICELLNET:26927206
17849,HLA-DQB1,LAG3,ICELLNET:22437870;ICELLNET:26927206
17850,HLA-DQB2,LAG3,ICELLNET:22437870;ICELLNET:26927206
17851,HLA-DRA,LAG3,ICELLNET:22437870;ICELLNET:26927206
17852,HLA-DRB1,LAG3,ICELLNET:22437870;ICELLNET:26927206
17853,HLA-DRB3,LAG3,ICELLNET:22437870;ICELLNET:26927206
17854,HLA-DRB4,LAG3,ICELLNET:22437870;ICELLNET:26927206
17855,HLA-DRB5,LAG3,ICELLNET:22437870;ICELLNET:26927206
17856,HLA-F,LILRB1,CellChatDB:28484462;HPRD:11169396;ICELLNET:9285411;ICELLNET:9382880;LRdb:11169396;SPIKE_LC:16189514;connectomeDB2020:11169396
17857,LILRB1,HLA-F,Cellinker:11169396;HPRD:11169396;SPIKE_LC:16189514
17858,HLA-G,LILRB2,CellChatDB:28484462;Cellinker:10190906;Cellinker:12853576;Cellinker:15670976;Cellinker:9531263;DIP:17056715;HPRD:10190906;HPRD:12853576;HPRD:15670976;HPRD:9531263;ICELLNET:17056715;IntAct:16455647;IntAct:17056715;IntAct:24899623;LRdb:10190906;LRdb:12853576;LRdb:15670976;LRdb:9531263;connectomeDB2020:10190906;connectomeDB2020:12853576;connectomeDB2020:15670976;connectomeDB2020:9531263
17859,HMGB1,HAVCR2,Cellinker:23519706;ICELLNET:22842346;ICELLNET:27192565;connectomeDB2020:22842346
17860,ICAM1,SPN,CellChatDB:1683685;CellTalkDB:1683685;Cellinker:1433960;Cellinker:1683685;HPRD:1683685;ICELLNET:1683685;LRdb:1683685;connectomeDB2020:1683685
17861,ICOSLG,CD28,Cellinker:32589946;ICELLNET:21530327;connectomeDB2020:21530327;connectomeDB2020:23470321
17862,ICOSLG,CTLA4,Cellinker:32589946;ICELLNET:21530327;connectomeDB2020:21530327
17863,IL16,CD4,Baccin2019:1851800;Baccin2019:7910967;CellTalkDB:1851800;Cellinker:1851800;Cellinker:7910967;DIP:7910967;HPRD:1851800;HPRD:7910967;ICELLNET:10438516;ICELLNET:7615501;InnateDB:7910967;LRdb:1851800;LRdb:791;SPIKE_LC:16189514;connectomeDB2020:1851800;connectomeDB2020:7910967
17864,IL16,CD9,ICELLNET:16144798;ICELLNET:29884309;InnateDB:16144798
17865,IL1F10,IL1RAPL1,ICELLNET:22315422;ICELLNET:31387327
17866,IL1F10,IL1RAPL2,ICELLNET:22315422;ICELLNET:31387327
17867,IL1F10,IL1RL2,CellTalkDB:22315422;ICELLNET:22315422;ICELLNET:31387327
17868,IL1F10,SIGIRR,ICELLNET:22315422;ICELLNET:31387327
17869,IL25,IL17RB,Baccin2019:1105859711058590;CellTalkDB:11058597;HPMR:11058597;HPRD:11058597;ICELLNET:24011563;InnateDB:11058597;InnateDB:19838198;LRdb:11058597;connectomeDB2020:11058597
17870,IL36RN,IL1RL2,ICELLNET:20959797;ICELLNET:24332029;connectomeDB2020:20081871
17871,CXADR,JAML,Baccin2019:15800062;Cellinker:32822567;Lit-BM-17:21982860;connectomeDB2020:15800062
17872,JAML,CXADR,Baccin2019:15800062;ICELLNET:15800062;Lit-BM-17:21982860;connectomeDB2020:15800062
17873,L1CAM,ERBB3,CellTalkDB:22815787;ICELLNET:22815787;LRdb:22815787;Ramilowski2015:22815787;connectomeDB2020:22815787;talklr:22815787
17874,L1CAM,ERBB4,ICELLNET:22815787
17875,LCN1,LMBR1L,CellTalkDB:11287427;Cellinker:11287427;HPRD:11287427;ICELLNET:11287427;LRdb:11287427;connectomeDB2020:11287427
17876,LGALS1,CD69,ICELLNET:21427408;connectomeDB2020:24752896
