,from,to,references
225,KLF2,CXCR4,SPIKE:19671192;SPIKE_LC:19671192
226,IGF1,IGF1R,Baccin2019:1852007;Baccin2019:2877871;CA1:8408032;CellChatDB:14604834;CellTalkDB:2877871;Cellinker:14604834;Cellinker:1852007;Cellinker:2877871;DIP:11287679;DIP:21645859;HPMR:2877871;HPRD:1852007;ICELLNET:1852007;ICELLNET:2877871;IntAct:21645859;IntAct:8452530;LRdb:185;LRdb:2877871;ProtMapper:19258508;ProtMapper:23675206;SIGNOR:19029956;SIGNOR:21798082;SPIKE:1852007;SPIKE_LC:1852007;SignaLink3:12067807;SignaLink3:1852007;SignaLink3:21071413;SignaLink3:23331499;connectomeDB2020:1852007;connectomeDB2020:2877871
227,CCL2,MMP14,SPIKE:15516694;SPIKE_LC:15516694
228,MMP14,MMP2,ACSN:23691193;ACSN:24376839;HPRD:14583471;HPRD:8663332;SPIKE:11857380;SPIKE_LC:11857380
229,ABL1,TP73,ACSN:15459660;ACSN:19788416;ACSN:21051857;ACSN:21199784;ACSN:21435002;BioGRID:10391250;CancerCellMap:10391251;CancerCellMap:12070014;DOMINO:11278685;HPRD-phos:10391251;HPRD:10391250;HPRD:10391251;KEA:10391251;NetPath:10391251;PhosphoSite:10391250;PhosphoSite:10391251;PhosphoSite:25893286;ProtMapper:10391249;ProtMapper:10391250;ProtMapper:10391251;ProtMapper:11223036;ProtMapper:17535448;ProtMapper:20057499;ProtMapper:20195489;ProtMapper:21188172;ProtMapper:23318434;ProtMapper:25341038;ProtMapper:25666857;ProtMapper:25893286;ProtMapper:26512706;ProtMapper:27294865;ProtMapper:28690977;SIGNOR:10391251;SPIKE:10391235;SPIKE:10391250;SPIKE:10391251;SPIKE:15686624;SPIKE:20841568;SPIKE_LC:10391235;SPIKE_LC:10391250;SPIKE_LC:10391251;SPIKE_LC:15686624;SPIKE_LC:20841568;SignaLink3:10391250;SignaLink3:10391251;SignaLink3:18988627;SignaLink3:23331499;dbPTM:10391251;iPTMnet:10391251;phosphoELM:10391251
230,ABL1,PRKDC,HPRD:9312071;SPIKE:15686624;SPIKE:9109492;SPIKE:9295282;SPIKE_LC:15686624;SPIKE_LC:9109492;SPIKE_LC:9295282
231,PRKDC,ABL1,HPRD:9312071;KEA:17570479;SPIKE:18157161;SPIKE:9109492;SPIKE_LC:18157161;SPIKE_LC:9109492
232,MYCN,MCM7,SPIKE:17826980;SPIKE_LC:17826980
233,MYCN,MCM8,SPIKE:17826980;SPIKE_LC:17826980
234,BMAL1,CRY2,SPIKE:19106159;SPIKE_LC:19106159
235,CRY2,BMAL1,SPIKE:18662546;SPIKE_LC:18662546
236,BMAL1,CRY1,HPRD:10531061;Lit-BM-17:10531061;Lit-BM-17:23555304;Lit-BM-17:25756610;SPIKE:10531061;SPIKE:19106159;SPIKE_LC:10531061;SPIKE_LC:19106159
237,CRY1,BMAL1,HPRD:10531061;Lit-BM-17:10531061;Lit-BM-17:23555304;Lit-BM-17:25756610;SPIKE:10531061;SPIKE:18662546;SPIKE_LC:10531061;SPIKE_LC:18662546
238,NPAS2,PER2,SPIKE:19106159;SPIKE_LC:19106159
239,NPAS2,PER1,SPIKE:19106159;SPIKE_LC:19106159
240,ATAD2,ESR1,BioGRID:17998543;DIP:17998543;HPRD:17998543;IntAct:17998543;IntAct:25640309;Lit-BM-17:17998543;Lit-BM-17:25640309;SPIKE:17998543;SPIKE_LC:17998543
241,ATAD2,E2F1,SPIKE:17998543;SPIKE_LC:17998543
242,USP28,CLSPN,HPRD:16901786;SPIKE:16901786;SPIKE:19680264;SPIKE_LC:16901786;SPIKE_LC:19680264
243,PRKN,CCNE1,SPIKE:12628165;SPIKE:15194120;SPIKE:20418918;SPIKE_LC:12628165;SPIKE_LC:15194120;SPIKE_LC:20418918
244,PCNA,POLI,BioGRID:11724965;BioGRID:18931444;ELM:19208623;HPRD:16763556;Lit-BM-17:15342632;Lit-BM-17:16763556;Lit-BM-17:18931444;Lit-BM-17:23248005;Lit-BM-17:26903512;SPIKE:16357261;SPIKE_LC:16357261;SPIKE_LC:16763556
245,PRKN,SEPTIN5,BioGRID:18845538;HPRD:11078524;Lit-BM-17:14559152;Lit-BM-17:16714300;Lit-BM-17:18845538;Lit-BM-17:24722188;SPIKE:15194120;SPIKE:20418918;SPIKE_LC:15194120;SPIKE_LC:20418918
246,PCNA,POLH,BioGRID:15149598;BioGRID:21855803;BioGRID:24474685;BioGRID:26988343;BioGRID:30963698;ELM:19208623;HPRD:11585903;HPRD:16763556;Lit-BM-17:11585903;Lit-BM-17:15149598;Lit-BM-17:15342632;Lit-BM-17:16763556;Lit-BM-17:20129057;Lit-BM-17:20159558;Lit-BM-17:21791603;Lit-BM-17:21855803;Lit-BM-17:23042605;Lit-BM-17:23345618;Lit-BM-17:23388460;Lit-BM-17:23761444;Lit-BM-17:24474685;Lit-BM-17:25766642;Lit-BM-17:26988343;Lit-BM-17:27770570;SPIKE:16357261;SPIKE_LC:16189514;SPIKE_LC:16357261;SPIKE_LC:16763556
247,MYCN,TP53,SPIKE:20145147;SPIKE_LC:20145147
248,ATAD2,MYC,SPIKE:19843847;SPIKE_LC:19843847
249,ATAD2,AR,SPIKE:19318566;SPIKE_LC:19318566
250,USP7,MDM2,BioGRID:28406480;BioGRID:29236775;DIP:16402859;DIP:16474402;DIP:22056774;ELM:20713061;ELM:20816748;HPRD:15916963;HPRD:16474402;HPRD:16845383;HPRD:17936559;IntAct:15916963;IntAct:16402859;IntAct:16474402;IntAct:17936559;IntAct:22056774;IntAct:34799561;Lit-BM-17:15916963;Lit-BM-17:16402859;Lit-BM-17:16474402;Lit-BM-17:16845383;Lit-BM-17:16943424;Lit-BM-17:17380154;Lit-BM-17:17936559;Lit-BM-17:18566590;Lit-BM-17:20713061;Lit-BM-17:20816748;Lit-BM-17:24462112;Lit-BM-17:26238070;Lit-BM-17:26460617;Lit-BM-17:27452404;Lit-BM-17:28196907;SIGNOR:16082221;SPIKE:15916963;SPIKE_LC:15916963;SPIKE_LC:17145710
251,USP7,MDM4,ELM:20713061;HPRD:15916963;IntAct:15916963;IntAct:35044719;Lit-BM-17:15916963;Lit-BM-17:18566590;Lit-BM-17:20713061;SIGNOR:16082221;SPIKE:15916963;SPIKE_LC:15916963
252,RELA,PTEN,SPIKE:14729949;SPIKE_LC:14729949
253,RBL1,E2F4,CancerCellMap:12150994;CancerCellMap:7958925;CancerCellMap:8643455;CancerCellMap:9144196;DIP:9724731;HPRD:11573202;HPRD:12150994;HPRD:8643455;Lit-BM-17:12150994;Lit-BM-17:16360038;Lit-BM-17:17671431;Lit-BM-17:7958924;Lit-BM-17:7958925;Lit-BM-17:8657117;Lit-BM-17:9501179;Lit-BM-17:9724731;Lit-BM-17:9858615;NetPath:12150994;NetPath:7958925;NetPath:8643455;SPIKE:15838517;SPIKE_LC:15838517
254,RBL2,E2F5,CancerCellMap:7760804;HPRD:11756542;Lit-BM-17:16600870;Lit-BM-17:17531812;Lit-BM-17:7760804;NetPath:7760804;SPIKE:15838517;SPIKE_LC:15838517
255,RBL2,E2F4,CancerCellMap:8657117;CancerCellMap:9144196;HPRD:11573202;HPRD:17159899;IntAct:17531812;IntAct:20133863;Lit-BM-17:12006580;Lit-BM-17:16600870;Lit-BM-17:17159899;Lit-BM-17:17531812;Lit-BM-17:17671431;Lit-BM-17:22002537;Lit-BM-17:23108140;Lit-BM-17:9121766;Lit-BM-17:9858615;NetPath:8657117;NetPath:9858615;SPIKE:15838517;SPIKE_LC:15838517
256,MDC1,TP53BP1,ACSN:18087291;BioGRID:17925396;HPRD:12607005;SPIKE:16009723;SPIKE_LC:16009723;SPIKE_LC:17145710
257,RNF8,H2AC20,ACSN:19203579;SPIKE:18001824;SPIKE_LC:18001824
258,MDC1,RNF8,BioGRID:18001825;HPRD:18001825;IntAct:18001824;IntAct:18001825;Lit-BM-17:18001824;Lit-BM-17:18001825;Lit-BM-17:18006705;Lit-BM-17:24240613;Lit-BM-17:25512560;SIGNOR:18678647;SPIKE:18001824;SPIKE:18006705;SPIKE:18082599;SPIKE_LC:18001824;SPIKE_LC:18006705;SPIKE_LC:18082599
259,PRKN,RANBP2,HPRD:16332688;IntAct:16332688;Lit-BM-17:16332688;SIGNOR:16332688;SPIKE:20418918;SPIKE_LC:17145710;SPIKE_LC:20418918
260,PRKN,PUF60,SPIKE:20418918;SPIKE_LC:20418918
261,PRKN,SNCAIP,Lit-BM-17:11590439;Lit-BM-17:15603737;Lit-BM-17:15894486;Lit-BM-17:15944382;Lit-BM-17:16049031;Lit-BM-17:16096643;Lit-BM-17:20089136;Lit-BM-17:21590270;SPIKE:20418918;SPIKE_LC:20418918
262,DCLRE1C,XRCC4,SPIKE:16857680;SPIKE_LC:16857680
263,PRKN,CTNNB1,SPIKE:20418918;SPIKE_LC:20418918
264,PRKN,JUN,SPIKE:20418918;SPIKE_LC:20418918
265,PRKN,HSPA1B,SPIKE:20418918;SPIKE_LC:20418918
266,PRKN,ATXN2,BioGRID:17097639;SPIKE:20418918;SPIKE_LC:20418918
267,BACE2,APP,HPRD-phos:10936190;HPRD-phos:15178331;HPRD-phos:8764598;HPRD:10605825;HPRD:10931940;HPRD:10936190;HPRD:15178331;HPRD:8764598;KEA:10936190;KEA:15178331;KEA:8764598;SIGNOR:10931940;SPIKE:20418918;SPIKE_LC:20418918;iPTMnet:10936190;iPTMnet:15178331;iPTMnet:8764598
268,PRKN,SNCA,BioGRID:18195004;HPRD:11588587;SIGNOR:12666095;SPIKE:20418918;SPIKE_LC:20418918
269,BACE1,APP,BioGRID:19251705;BioGRID:28869759;HPRD:10531052;IntAct:10677483;IntAct:12901838;IntAct:22801501;IntAct:30538620;IntAct:32814053;SIGNOR:10931940;SIGNOR:28923680;SPIKE:20418918;SPIKE_LC:20418918
270,XRCC4,PNKP,DOMINO:15385968;HPRD:15385968;IntAct:15385968;IntAct:17353931;IntAct:21637298;IntAct:32296183;Lit-BM-17:15385968;Lit-BM-17:17353931;Lit-BM-17:21637298;Lit-BM-17:26186194;SPIKE:12032095;SPIKE_LC:12032095;SPIKE_LC:15385968;SPIKE_LC:17145710;SPIKE_LC:17353931
271,TP53BP1,HDAC4,SPIKE:16945145;SPIKE_LC:16945145
272,ADAM17,APP,SIGNOR:9774383;SPIKE:12535668;SPIKE_LC:12535668
273,ADAM10,APP,IntAct:30538620;IntAct:32814053;SPIKE:12535668;SPIKE_LC:12535668
274,ADAM9,APP,SPIKE:12535668;SPIKE_LC:12535668
275,PTEN,PREX2,SIGNOR:25829446;SPIKE:19729658;SPIKE_LC:19729658
276,PREX2,PTEN,SIGNOR:24367090;SPIKE:19729658;SPIKE_LC:19729658
277,PINK1,TRAP1,DIP:17579517;IntAct:17579517;SPIKE:17579517;SPIKE_LC:17579517
278,PARK7,HTRA2,SPIKE:19282869;SPIKE_LC:19282869
279,PTPRD,STAT3,DEPOD:19478061;ProtMapper:19478061;SIGNOR:19478061;SPIKE:20418918;SPIKE_LC:20418918
280,PRKN,PINK1,BioGRID:19966284;BioGRID:20798600;BioGRID:23319602;BioGRID:24357652;BioGRID:27528605;BioGRID:32983119;DIP:19966284;InnateDB:20966070;IntAct:23933751;IntAct:24357652;Lit-BM-17:17052189;Lit-BM-17:19229105;Lit-BM-17:19358826;Lit-BM-17:19880420;Lit-BM-17:19966284;Lit-BM-17:20798600;Lit-BM-17:22724072;Lit-BM-17:23319602;Lit-BM-17:23670163;Lit-BM-17:23933751;Lit-BM-17:24357652;Lit-BM-17:25474007;Lit-BM-17:25591737;Lit-BM-17:26116755;Lit-BM-17:26162776;SPIKE:20049715;SPIKE:20418918;SPIKE_LC:20049715;SPIKE_LC:20418918
281,PINK1,PRKN,BioGRID:19966284;BioGRID:20798600;BioGRID:23319602;BioGRID:24357652;BioGRID:27528605;BioGRID:32983119;DIP:19966284;InnateDB:20966070;IntAct:23933751;IntAct:24357652;Lit-BM-17:17052189;Lit-BM-17:19229105;Lit-BM-17:19358826;Lit-BM-17:19880420;Lit-BM-17:19966284;Lit-BM-17:20798600;Lit-BM-17:22724072;Lit-BM-17:23319602;Lit-BM-17:23670163;Lit-BM-17:23933751;Lit-BM-17:24357652;Lit-BM-17:25474007;Lit-BM-17:25591737;Lit-BM-17:26116755;Lit-BM-17:26162776;PhosphoSite:22724072;PhosphoSite:23256036;PhosphoSite:23754282;PhosphoSite:24647965;PhosphoSite:24671417;PhosphoSite:24962176;PhosphoSite:25216678;PhosphoSite:25375667;PhosphoSite:25474007;PhosphoSite:26471730;PhosphoSite:26631732;PhosphoSite:33730565;PhosphoSite:33827825;PhosphoSite:34166935;ProtMapper:20126261;ProtMapper:20398440;ProtMapper:22724072;ProtMapper:22944659;ProtMapper:23256036;ProtMapper:23754282;ProtMapper:24184327;ProtMapper:24647965;ProtMapper:24660806;ProtMapper:24751536;ProtMapper:24901221;ProtMapper:25088558;ProtMapper:25284222;ProtMapper:25365205;ProtMapper:25375667;ProtMapper:25505445;ProtMapper:25548534;ProtMapper:25595529;ProtMapper:25611391;ProtMapper:25611507;ProtMapper:25697646;ProtMapper:25712550;ProtMapper:25847540;ProtMapper:25849928;ProtMapper:26116755;ProtMapper:26254304;ProtMapper:26471730;ProtMapper:26707701;ProtMapper:27453777;ProtMapper:27554669;ProtMapper:27906179;ProtMapper:28323427;ProtMapper:28626500;ProtMapper:28920079;ProtMapper:29183391;ProtMapper:29337137;ProtMapper:29372317;ProtMapper:29422536;ProtMapper:29475881;ProtMapper:29660402;ProtMapper:29689231;ProtMapper:29809156;ProtMapper:29883688;ProtMapper:29899409;ProtMapper:29950828;ProtMapper:29991771;ProtMapper:30012094;ProtMapper:30063295;ProtMapper:30290272;ProtMapper:30404819;SIGNOR:22724072;SPIKE:20418918;SPIKE_LC:20418918;iPTMnet:22724072
282,XRCC1,PNKP,BioGRID:28821613;HPRD:11163244;IntAct:17353931;IntAct:19155274;IntAct:21637298;Lit-BM-17:11163244;Lit-BM-17:15367657;Lit-BM-17:15385968;Lit-BM-17:17353931;Lit-BM-17:19155274;Lit-BM-17:21637298;Lit-BM-17:26496610;SPIKE:11163244;SPIKE_LC:11163244;SPIKE_LC:16713569;SPIKE_LC:17353931
283,PRKCA,VCL,Adhesome:11741957;HPRD-phos:11741957;HPRD:11741957;KEA:11741957;KEA:17570479;ProtMapper:11741957;SIGNOR:11741957;SPIKE:11741957;SPIKE_LC:11741957;iPTMnet:11741957;phosphoELM:11741957
284,VCL,PRKCA,Adhesome:11741957;HPRD:11741957;SIGNOR:11741957
285,PEBP1,RAF1,AlzPathway:17706925;BioGRID:15886202;CancerCellMap:10757792;HPRD:17097642;InnateDB:11585904;IntAct:17097642;IntAct:21831839;Lit-BM-17:10757792;Lit-BM-17:14654844;Lit-BM-17:17097642;Lit-BM-17:21831839;NetPath:10757792;ProtMapper:23416466;SIGNOR:10490027;SPIKE:10490027;SPIKE:10757792;SPIKE_LC:10490027;SPIKE_LC:10757792;SPIKE_LC:16189514;SPIKE_LC:17097642;SignaLink3:10490027;SignaLink3:10757792;SignaLink3:17097642;SignaLink3:23331499
286,PIN1,BRAF,ProtMapper:19933846;SPIKE:19933846;SPIKE_LC:19933846
287,USP28,FBXW7,SPIKE:20399964;SPIKE_LC:20399964
288,CDK2,MYC,KEA:17570479;ProtMapper:20445224;ProtMapper:22348395;ProtMapper:27653698;ProtMapper:29896817;SPIKE:19966300;SPIKE_LC:19966300;dbPTM:15103331;dbPTM:17081983;dbPTM:17558397;dbPTM:18669648;dbPTM:19966300;dbPTM:20713526;dbPTM:8386367
289,HBP1,MYC,Lit-BM-17:20008325;SPIKE:20008325;SPIKE_LC:20008325
290,RPL11,TRRAP,SPIKE:20194507;SPIKE_LC:20194507
291,TRRAP,MYC,BioGRID:11511539;DIP:12660246;DIP:9708738;HPRD:9708738;IntAct:17353931;IntAct:9708738;SPIKE:12660246;SPIKE:17145710;SPIKE:20194507;SPIKE_LC:12660246;SPIKE_LC:17145710;SPIKE_LC:20194507
292,MYC,JAG2,SPIKE:20133585;SPIKE_LC:20133585
293,FBXW7,MYC,BioGRID:15150404;BioGRID:15498494;BioGRID:20970423;BioGRID:31569395;BioGRID:32047362;BioGRID:33821962;HPRD:16023596;HPRD:17157259;IntAct:17157259;IntAct:28007894;SIGNOR:15103331;SIGNOR:20852628;SPIKE:16023596;SPIKE:17145710;SPIKE:20399964;SPIKE_LC:16023596;SPIKE_LC:17145710;SPIKE_LC:20399964
294,PTPN12,PIN1,SPIKE:21876001;SPIKE_LC:21876001
295,PIN1,PTPN12,SPIKE:21876001;SPIKE_LC:21876001
296,PDPK1,PAK1,Adhesome:10995762;Adhesome:11134074;HPRD:10995762;InnateDB:10995762;KEA:10995762;KEA:11134074;ProtMapper:10995762;ProtMapper:21209852;ProtMapper:21726627;ProtMapper:23885116;ProtMapper:25335797;ProtMapper:26009991;ProtMapper:26238471;SIGNOR:10995762;SPIKE:10995762;SPIKE_LC:10995762;dbPTM:10551809;dbPTM:10995762;iPTMnet:10995762;phosphoELM:10995762
297,PAK1,PDPK1,Adhesome:10995762;Adhesome:11134074;HPRD:10995762;InnateDB:10995762
298,PAK1,PXN,Adhesome:10330411;Adhesome:11096073;Adhesome:14580336;CA1:11096073;HPRD:10330411;PhosphoSite:16717130;PhosphoSite:18986306;ProtMapper:16717130;ProtMapper:23317503;ProtMapper:25472536;ProtMapper:26598620;ProtMapper:27542844;ProtMapper:28214467;SIGNOR:16717130;SPIKE:16717130;SPIKE:17440071;SPIKE_LC:16717130;SPIKE_LC:17440071;iPTMnet:16717130
299,CASP3,PRKDC,BioGRID:8804412;CA1:8798786;ELM:8670824;HPRD:8804412;SPIKE:12867423;SPIKE:8804412;SPIKE_LC:12867423;SPIKE_LC:8804412
300,PAK1,FLNA,Adhesome:12198493;Adhesome:15024089;HPRD:12198493;KEA:12198493;KEA:15024089;KEA:18088087;PhosphoSite:12198493;ProtMapper:12198493;ProtMapper:18598695;ProtMapper:23246867;ProtMapper:24278701;ProtMapper:25472536;ProtMapper:26009991;SIGNOR:12198493;SPIKE:12198493;SPIKE_LC:12198493;iPTMnet:12198493;phosphoELM:12198493
301,CASP3,PAK2,ELM:9171063;HPRD:16204230;HPRD:9786869;InnateDB:9171063;SPIKE:11070003;SPIKE:9712143;SPIKE_LC:11070003;SPIKE_LC:9712143
302,CASP3,GSN,CA1:9323209;HPRD:9323209;HPRD:9671712;SIGNOR:9323209;SIGNOR:9671712;SPIKE:9323209;SPIKE:9930654;SPIKE_LC:9323209;SPIKE_LC:9930654
303,PTPN12,PTK2,Adhesome:10400703;Adhesome:11314030;Adhesome:9497381;DEPOD:19595712;HPRD-phos:10400703;HPRD-phos:11314030;HPRD:10400703;HPRD:11314030;HPRD:9497381;ProtMapper:19595712;SIGNOR:11432829;SIGNOR:19595712;SPIKE:21876001;SPIKE_LC:21876001
304,FLNA,SPHK1,SPIKE:18644866;SPIKE_LC:18644866
305,SMG1,UPF1,HPRD:11331269;HPRD:11544179;HPRD:18423202;InnateDB:19417104;PhosphoSite:11544179;PhosphoSite:21965535;PhosphoSite:23826386;PhosphoSite:24115769;ProtMapper:21965535;ProtMapper:23356578;ProtMapper:25013172;ProtMapper:25535763;ProtMapper:29768215;SIGNOR:23356578;SPIKE:15175154;SPIKE_LC:15175154;iPTMnet:23356578
306,ATM,USP28,PhosphoSite:16901786;SPIKE:16901786;SPIKE_LC:16901786
307,MAP2K4,MAPK8,ACSN:11274345;ACSN:12624093;ACSN:12738796;ACSN:18855897;ACSN:21614932;ELM:12788955;ELM:23047924;ELM:26370088;HPRD-phos:16153436;HPRD-phos:18669648;HPRD:11062067;HPRD:9661668;HPRD:9808624;InnateDB:10713157;InnateDB:12788955;InnateDB:13130464;InnateDB:15998799;KEA:11062067;KEA:15755722;KEA:15911620;KEA:16153436;KEA:17192257;KEA:7839144;KEA:9312068;KEA:95141073;PhosphoSite:23416355;ProtMapper:10385525;ProtMapper:10499589;ProtMapper:10521444;ProtMapper:10748139;ProtMapper:10791986;ProtMapper:10958661;ProtMapper:10962008;ProtMapper:11062067;ProtMapper:11099046;ProtMapper:11389443;ProtMapper:11489946;ProtMapper:11847100;ProtMapper:12133933;ProtMapper:12354380;ProtMapper:12709432;ProtMapper:12917261;ProtMapper:14523011;ProtMapper:15068801;ProtMapper:16076903;ProtMapper:16282370;ProtMapper:16440308;ProtMapper:17143273;ProtMapper:7600581;ProtMapper:7600582;ProtMapper:7652575;ProtMapper:7992057;ProtMapper:8702918;ProtMapper:8805275;ProtMapper:8910292;ProtMapper:9108083;ProtMapper:9305638;ProtMapper:9448004;ProtMapper:9487126;ProtMapper:9724739;ProtMapper:9733714;ProtMapper:9860979;ProtMapper:9891069;SIGNOR:11062067;SIGNOR:9724739;SPIKE:15302099;SPIKE_LC:15302099;SPIKE_LC:16533805;SPIKE_LC:17145710;SignaLink3:11062067;SignaLink3:11242034;SignaLink3:18988627;SignaLink3:21071413;SignaLink3:23331499;SignaLink3:9207092;SignaLink3:9661668;SignaLink3:9808624;dbPTM:17192257;dbPTM:18083107;dbPTM:18669648;dbPTM:19369195;dbPTM:19534553;dbPTM:19690332;iPTMnet:11062067;iPTMnet:15911620;iPTMnet:16153436;iPTMnet:18669648;iPTMnet:7839144;iPTMnet:9724739;phosphoELM:15911620;phosphoELM:7839144
308,MAP3K7,MAP2K4,ACSN:11274345;ACSN:12738796;ACSN:18855897;ACSN:20060931;ACSN:21614932;HPRD:12556533;ProtMapper:12709432;ProtMapper:9891069;SIGNOR:9278437;SPIKE:12556533;SPIKE_LC:12556533;SignaLink3:10391247;SignaLink3:11280761;SignaLink3:11460167;SignaLink3:11477091;SignaLink3:12620219;SignaLink3:13130464;SignaLink3:14633987;SignaLink3:14660645;SignaLink3:15082531;SignaLink3:15125833;SignaLink3:16603398;SignaLink3:16799562;SignaLink3:17301840;SignaLink3:17363905;SignaLink3:18264787;SignaLink3:18641653;SignaLink3:19161412;SignaLink3:20164171;SignaLink3:21041997;SignaLink3:21133840;SignaLink3:21232017;SignaLink3:22941947;SignaLink3:23109003;SignaLink3:23681101;SignaLink3:24403530;SignaLink3:24699077;SignaLink3:24958845;SignaLink3:26192618;SignaLink3:8177321;SignaLink3:9851932
309,PIK3R1,RAC1,HPRD:12086876;HPRD:7629060;HPRD:8034624;SPIKE:12515821;SPIKE_LC:12515821;SPIKE_LC:7629060
310,PIK3R2,RAC1,SPIKE:12515821;SPIKE_LC:12515821
311,ATG13,ULK1,AlzPathway:15197469;BioGRID:27203176;InnateDB:19211835;InnateDB:19225151;InnateDB:19287211;InnateDB:20562859;IntAct:20562859;IntAct:25686248;IntAct:33450483;Lit-BM-17:19597335;Lit-BM-17:20562859;Lit-BM-17:21460630;Lit-BM-17:23392225;Lit-BM-17:23524951;Lit-BM-17:25126726;Lit-BM-17:25686248;Lit-BM-17:26018823;SPIKE:19211835;SPIKE:19225151;SPIKE:19258318;SPIKE_LC:19211835;SPIKE_LC:19225151;SPIKE_LC:19258318
312,ULK1,ATG13,ARN:19211835;ARN:19225151;ARN:19287211;ARN:20562859;AlzPathway:15197469;BioGRID:27203176;InnateDB:19211835;InnateDB:19225151;InnateDB:19287211;InnateDB:20562859;IntAct:20562859;IntAct:25686248;IntAct:33450483;Lit-BM-17:19597335;Lit-BM-17:20562859;Lit-BM-17:21460630;Lit-BM-17:23392225;Lit-BM-17:23524951;Lit-BM-17:25126726;Lit-BM-17:25686248;Lit-BM-17:26018823;PhosphoSite:26138443;PhosphoSite:26687599;PhosphoSite:27387056;PhosphoSite:27390127;PhosphoSite:27932573;SIGNOR:19211835;SPIKE:18936157;SPIKE_LC:18936157
313,ULK1,RB1CC1,ARN:19211835;ARN:19225151;ARN:20562859;InnateDB:19211835;InnateDB:19225151;InnateDB:20562859;IntAct:20562859;Lit-BM-17:20562859;Lit-BM-17:23392225;Lit-BM-17:25686248;PhosphoSite:26118643;SIGNOR:19597335;SPIKE:19225151;SPIKE_LC:19225151
314,RB1CC1,ULK1,InnateDB:19211835;InnateDB:19225151;InnateDB:20562859;IntAct:20562859;Lit-BM-17:20562859;Lit-BM-17:23392225;Lit-BM-17:25686248;SPIKE:18443221;SPIKE:18981720;SPIKE:19258318;SPIKE_LC:18443221;SPIKE_LC:18981720;SPIKE_LC:19258318
315,MTOR,ATG13,ACSN:11274345;ACSN:12150925;ACSN:12408816;ACSN:15755954;ACSN:17680028;ACSN:18000759;ACSN:19151919;ACSN:19225151;ACSN:19446321;ACSN:19568798;ACSN:19706736;ACSN:19864431;ACSN:21157483;ARN:19225151;InnateDB:19211835;InnateDB:19225151;ProtMapper:26801615;SIGNOR:19211837;SPIKE:19211835;SPIKE:19225151;SPIKE:19258318;SPIKE_LC:19211835;SPIKE_LC:19225151;SPIKE_LC:19258318
316,UVRAG,SH3GLB1,DOMINO:17891140;InnateDB:17891140;IntAct:17891140;SPIKE:17891140;SPIKE_LC:17891140
317,SH3GLB1,UVRAG,DOMINO:17891140;InnateDB:17891140;IntAct:17891140;SPIKE:18032918;SPIKE:21068542;SPIKE_LC:18032918;SPIKE_LC:21068542
318,ATG13,RB1CC1,InnateDB:19225151;IntAct:20562859;Lit-BM-17:19597335;Lit-BM-17:20562859;Lit-BM-17:23392225;SIGNOR:19225151;SPIKE:19211835;SPIKE:19225151;SPIKE:20562859;SPIKE_LC:19211835;SPIKE_LC:19225151;SPIKE_LC:20562859
319,MTOR,ULK2,ACSN:11274345;ACSN:12150925;ACSN:12408816;ACSN:15755954;ACSN:17680028;ACSN:18000759;ACSN:19151919;ACSN:19225151;ACSN:19446321;ACSN:19568798;ACSN:19706736;ACSN:19864431;ACSN:21157483;ARN:19225151;InnateDB:19225151;SIGNOR:19211836;SPIKE:19225151;SPIKE_LC:19225151
320,BECN1,PIK3R4,InnateDB:18843052;InnateDB:19050071;InnateDB:19270696;Lit-BM-17:19050071;Lit-BM-17:19270696;Lit-BM-17:20562859;Lit-BM-17:20711182;Lit-BM-17:25490155;Lit-BM-17:26496610;SPIKE:18957027;SPIKE_LC:18957027
321,RAC1,TIAM1,Adhesome:10212259;Adhesome:10592173;Adhesome:11130063;Adhesome:11595749;Adhesome:7753201;Adhesome:8910315;BioGRID:11130063;HPRD:11130063;HPRD:11595749;Lit-BM-17:11130063;Lit-BM-17:11595749
322,TIAM1,RAC1,ACSN:11955434;ACSN:12829230;ACSN:15611338;ACSN:15967165;Adhesome:10212259;Adhesome:10592173;Adhesome:11130063;Adhesome:11595749;Adhesome:7753201;Adhesome:8910315;BioGRID:11130063;CA1:10212259;HPRD:11130063;HPRD:11595749;Lit-BM-17:11130063;Lit-BM-17:11595749;SIGNOR:12393875;SIGNOR:32203420;SPIKE:11130063;SPIKE_LC:11130063
323,HRAS,TIAM1,ACSN:12134164;ACSN:7673236;ACSN:9069260;Adhesome:12134164;Adhesome:16203995;HPRD:12134164;InnateDB:12134164;SPIKE:12134164;SPIKE:18568040;SPIKE_LC:12134164;SPIKE_LC:18568040
324,TIAM1,HRAS,Adhesome:12134164;Adhesome:16203995;HPRD:12134164;InnateDB:12134164
325,ATG10,ATG12,HPRD:12482611;InnateDB:16963840;SIGNOR:18704115;SPIKE:10508157;SPIKE:11265251;SPIKE:12482611;SPIKE_LC:10508157;SPIKE_LC:11265251;SPIKE_LC:12482611;SPIKE_LC:17145710;SPIKE_LC:17353931
